0.000010,0.010000,0.099980,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000020,0.010000,0.099960,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000030,0.010000,0.099940,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000040,0.010000,0.099920,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000050,0.010000,0.099900,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000060,0.010000,0.099880,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000070,0.010000,0.099860,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000080,0.010000,0.099840,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000090,0.010000,0.099820,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000100,0.010000,0.099800,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000110,0.010000,0.099780,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000120,0.010000,0.099760,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000130,0.010000,0.099740,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000140,0.010000,0.099720,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000150,0.010000,0.099700,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000160,0.010000,0.099680,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
0.000170,0.010000,0.099660,0.000000,0.100000,0.000000,-0.200000,0.000000,0.002000,0.000000,-0.004000,0.000000,-0.000020,0.000000,-0.000020,0.000100,0.000400,0.000500
